,ID,Database,SMILES_chiral,Counts,Rel_Sol_2mM,ROMol,SMILES,HBA,HBD,LOGP,TPSA,RB,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,MW,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
7070,Z2060906284,EnamineSolWat,NC(=O)c1cccc(C(=O)N2C[C@@H](F)C[C@H]2CO)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c510>,NC(=O)c1cccc(C(=O)N2C[C@@H](F)C[C@H]2CO)c1,3,2,0.3303999999999998,83.63000000000001,3,3.018,13,3,2,0.6842105263157895,0.1578947368421052,0.1052631578947368,0.3846153846153846,0.1538461538461538,266.10667056,19,2,1,1,1,1,1,0,0
7071,Z46334789,EnamineSolWat,O=C1CN(CC(=O)Nc2ccc(F)c(Cl)c2)CCN1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c580>,O=C1CN(CC(=O)Nc2ccc(F)c(Cl)c2)CCN1,3,2,0.8493999999999997,61.440000000000005,3,2.044,12,2,3,0.631578947368421,0.1052631578947368,0.1578947368421052,0.3333333333333333,0.0,285.06803255600005,19,2,1,1,1,1,1,0,0
7072,Z51955591,EnamineSolWat,Cc1cc(F)ccc1NC(=O)Cn1ccccc1=O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c5f0>,Cc1cc(F)ccc1NC(=O)Cn1ccccc1=O,3,1,1.93452,51.1,3,1.824,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.1428571428571428,0.0,260.096105876,19,2,0,2,1,0,2,0,0
7073,Z1769859569,EnamineSolWat,Cc1cc(C(=O)O)nn1-c1ccccn1,,0.99,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c660>,Cc1cc(C(=O)O)nn1-c1ccccn1,4,1,1.27392,68.00999999999999,2,2.09,10,2,3,0.6666666666666666,0.1333333333333333,0.2,0.1,0.0,203.069476528,15,2,0,2,2,0,2,0,0
7074,Z2182115458,EnamineSolWat,Cc1nsc(C)c1C(=O)O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c6d0>,Cc1nsc(C)c1C(=O)O,3,1,1.45814,50.19,1,2.71,6,2,1,0.6,0.2,0.1,0.3333333333333333,0.0,157.019749464,10,1,0,1,1,0,1,0,0
7075,Z1720330077,EnamineSolWat,Cc1cc(F)ccc1C(=O)N1CCCO1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c740>,Cc1cc(F)ccc1C(=O)N1CCCO1,2,0,1.91162,29.540000000000003,1,2.421,11,2,1,0.7333333333333333,0.1333333333333333,0.0666666666666666,0.3636363636363636,0.0,209.085206844,15,2,1,1,1,1,1,0,0
7076,Z203972166,EnamineSolWat,O=C(Cn1ccnc1)Nc1ccccc1F,,0.93,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c7b0>,O=C(Cn1ccnc1)Nc1ccccc1F,3,1,1.6608999999999998,46.92,3,1.866,11,1,3,0.6875,0.0625,0.1875,0.0909090909090909,0.0,219.08079016,16,2,0,2,1,0,2,0,0
7077,Z1703431439,EnamineSolWat,CC(O)C1CCCN(Cc2cccs2)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c820>,CC(O)C1CCCN(Cc2cccs2)C1,3,1,2.3409000000000004,23.47,3,2.963,12,1,1,0.8,0.0666666666666666,0.0666666666666666,0.6666666666666666,0.1666666666666666,225.118735228,15,2,1,1,2,1,1,0,0
7078,Z55997155,EnamineSolWat,CC(C)NCC(=O)N1CCCCCC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c890>,CC(C)NCC(=O)N1CCCCCC1,2,1,1.3869999999999991,32.34,3,1.863,11,1,2,0.7857142857142857,0.0714285714285714,0.1428571428571428,0.9090909090909092,0.0,198.173213324,14,1,1,0,1,1,0,0,0
7079,Z2352565922,EnamineSolWat,NC(=O)N[C@H]1CCCC[C@H]1CC(F)(F)F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c900>,NC(=O)N[C@H]1CCCC[C@H]1CC(F)(F)F,1,2,2.1659,55.120000000000005,2,3.43,9,1,2,0.6,0.0666666666666666,0.1333333333333333,0.8888888888888888,0.2222222222222222,224.11364776,15,1,1,0,0,0,0,0,0
7080,Z1995306700,EnamineSolWat,CCN(C(=O)C1CCCO1)c1ccc(Cl)cc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c970>,CCN(C(=O)[C@@H]1CCCO1)c1ccc(Cl)cc1F,2,0,3.011000000000002,29.540000000000003,3,2.765,13,2,1,0.7222222222222222,0.1111111111111111,0.0555555555555555,0.4615384615384615,0.0769230769230769,271.07753462,18,2,1,1,1,1,1,0,0
7081,Z1613273493,EnamineSolWat,C[C@@H]1CN(Cc2nc3c(F)cccc3[nH]2)C[C@H](C)O1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73c9e0>,C[C@@H]1CN(Cc2nc3c(F)cccc3[nH]2)C[C@H](C)O1,3,1,2.3112000000000004,41.150000000000006,2,3.089,14,1,3,0.7368421052631579,0.0526315789473684,0.1578947368421052,0.5,0.1428571428571428,263.143390416,19,3,1,2,2,1,2,0,0
7082,Z26359166,EnamineSolWat,CC(Oc1cccc(F)c1)C(=O)N1CCCC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73ca50>,CC(Oc1cccc(F)c1)C(=O)N1CCCC1,2,0,2.2154,29.54,3,2.223,13,2,1,0.7647058823529411,0.1176470588235294,0.0588235294117647,0.4615384615384615,0.0769230769230769,237.116506972,17,2,1,1,1,1,1,0,0
7083,Z1400512225,EnamineSolWat,O=C(NCC(F)(F)F)N1CCOC(C2CCCO2)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cac0>,O=C(NCC(F)(F)F)N1CCOC(C2CCCO2)C1,3,1,1.1381,50.80000000000001,2,3.399,11,3,2,0.5789473684210527,0.1578947368421052,0.1052631578947368,0.9090909090909092,0.1818181818181818,282.11912706400005,19,2,2,0,2,2,0,0,0
7084,Z1267773761,EnamineSolWat,NC1CC1c1cccc(C(F)(F)F)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cb30>,Cl.NC1CC1c1cccc(C(F)(F)F)c1,1,1,2.5200000000000005,26.02,1,2.774,10,0,1,0.7142857142857143,0.0,0.0714285714285714,0.4,0.2,201.07653398,14,2,1,1,0,0,1,0,0
7085,Z19735578,EnamineSolWat,CC(Oc1ccccc1)C(N)=O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cba0>,CC(Oc1ccccc1)C(N)=O,2,1,0.9392,52.32,3,1.996,9,2,1,0.75,0.1666666666666666,0.0833333333333333,0.2222222222222222,0.1111111111111111,165.078978592,12,1,0,1,0,0,1,0,0
7086,Z2235810235,EnamineSolWat,Cc1c(CO)[nH]ccc1=N,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cc10>,Cc1c(N)ccnc1CO,2,3,0.2948899999999999,59.87,1,3.509,7,1,2,0.7,0.1,0.2,0.2857142857142857,0.0,138.07931294,10,1,0,1,1,0,1,0,0
7087,Z1603062656,EnamineSolWat,Cc1cc(F)ccc1C(=O)N1CCCCC1c1nc[nH]n1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cc80>,Cc1cc(F)ccc1C(=O)N1CCCCC1c1nc[nH]n1,3,1,2.6196200000000003,61.88,2,3.178,15,1,4,0.7142857142857143,0.0476190476190476,0.1904761904761904,0.4,0.0666666666666666,288.13863938400004,21,3,1,2,2,1,2,0,0
7088,Z969560572,EnamineSolWat,Cn1cnc(-c2ccc(F)cc2)c1N,,1.03,<rdkit.Chem.rdchem.Mol object at 0x7a142f73ccf0>,Cn1cnc(-c2ccc(F)cc2)c1N,3,1,1.8084,43.84,1,2.081,10,0,3,0.7142857142857143,0.0,0.2142857142857142,0.1,0.0,191.08587554,14,2,0,2,1,0,2,0,0
7089,Z219592182,EnamineSolWat,O=C(Nc1ccccc1F)N1CCCC(O)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cd60>,O=C(Nc1ccccc1F)N1CCCC(O)C1,2,2,1.8143,52.57000000000001,1,2.285,12,2,2,0.7058823529411765,0.1176470588235294,0.1176470588235294,0.4166666666666667,0.0833333333333333,238.11175594,17,2,1,1,1,1,1,0,0
7090,Z3244715128,EnamineSolWat,NCc1nnc(C2CC2)n1C1CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cdd0>,NCc1nnc(C2CC2)n1C1CC1,4,1,0.9490999999999994,56.73,3,2.518,9,0,4,0.6923076923076923,0.0,0.3076923076923077,0.7777777777777778,0.0,178.121846448,13,3,2,1,1,0,1,0,0
7091,Z2392759360,EnamineSolWat,O=C(CC(F)(F)F)N1CCC2CCC(C1)N2,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73ce40>,O=C(CC(F)(F)F)N1CCC2CCC(C1)N2,2,1,1.2917,32.34,1,4.201,10,1,2,0.625,0.0625,0.125,0.9,0.2,236.11364776,16,2,2,0,2,2,0,0,2
7092,Z1589906924,EnamineSolWat,Cn1ncnc1CNC1CCCc2cc(F)ccc21,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73ceb0>,Cn1ncnc1CNC1CCCc2cc(F)ccc21,4,1,2.1214000000000004,42.74,3,2.873,14,0,4,0.7368421052631579,0.0,0.2105263157894736,0.4285714285714285,0.0714285714285714,260.143724764,19,3,1,2,1,0,2,0,0
7093,Z1766244684,EnamineSolWat,Cc1ccc(F)c(C(=O)N2CCN[C@H](C)C2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cf20>,Cc1ccc(F)c(C(=O)N2CCN[C@H](C)C2)c1.Cl,2,1,1.5680199999999995,32.34,1,2.557,13,1,2,0.7647058823529411,0.0588235294117647,0.1176470588235294,0.4615384615384615,0.0769230769230769,236.132491384,17,2,1,1,1,1,1,0,0
7094,Z1576787507,EnamineSolWat,Cc1nsc(N(C)CC(F)F)n1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73cf90>,Cc1nsc(N(C)CC(F)F)n1,4,0,1.54782,29.020000000000003,3,3.203,6,0,3,0.5,0.0,0.25,0.6666666666666666,0.0,193.048524728,12,1,0,1,1,0,1,0,0
7095,Z1375754118,EnamineSolWat,O=S1(=O)CCNC2CCCCC21,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d000>,O=S1(=O)CCNC2CCCCC21,3,1,0.3155999999999996,46.17,0,3.945,8,2,1,0.6666666666666666,0.1666666666666666,0.0833333333333333,1.0,0.25,189.08234972,12,2,2,0,1,1,0,0,0
7096,Z1297758312,EnamineSolWat,O=C(O)c1cc(C2CCCC2)no1,,0.99,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d070>,O=C(O)c1cc(C2CCCC2)no1,3,1,2.0304,63.33,2,2.436,9,3,1,0.6923076923076923,0.2307692307692307,0.0769230769230769,0.5555555555555556,0.0,181.073893212,13,2,1,1,1,0,1,0,0
7097,Z31422846,EnamineSolWat,O=C(NCC(=O)N1CCCCC1)c1ccccc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d0e0>,O=C(NCC(=O)N1CCCCC1)c1ccccc1F,2,1,1.5679999999999994,49.41,3,1.704,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.4285714285714285,0.0,264.127406004,19,2,1,1,1,1,1,0,0
7098,Z729603782,EnamineSolWat,Oc1cc(C(O)O)cn1-c1nccs1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d150>,O=C(O)C1CC(=O)N(c2nccs2)C1,6,3,0.6225999999999998,78.51,2,3.269,8,3,2,0.5714285714285714,0.2142857142857142,0.1428571428571428,0.125,0.0,212.025563116,14,2,0,2,2,0,2,0,0
7099,Z2277303906,EnamineSolWat,N=c1cc(CN2CCC(CF)CC2)cc[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d1c0>,Nc1cc(CN2CCC(CF)CC2)ccn1,2,2,1.67567,42.88,3,2.979,12,0,3,0.75,0.0,0.1875,0.5833333333333334,0.0,223.148475796,16,2,1,1,2,1,1,0,0
7100,Z1392094127,EnamineSolWat,Cc1nc(C)c(C(=O)N2CCOc3ccc(F)cc32)o1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d230>,Cc1nc(C)c(C(=O)N2CCOc3ccc(F)cc32)o1,4,0,2.4697400000000007,55.57000000000001,1,2.568,14,3,2,0.7,0.15,0.1,0.2857142857142857,0.0,276.091020496,20,3,1,2,2,1,2,0,0
7101,Z1262691689,EnamineSolWat,COc1ccc(Br)cc1CC(=O)O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d2a0>,COc1ccc(Br)cc1CC(=O)O,2,1,2.0847999999999995,46.53,3,1.714,9,3,0,0.6923076923076923,0.2307692307692307,0.0,0.2222222222222222,0.0,243.973506248,13,1,0,1,0,0,1,0,0
7102,Z1742055032,EnamineSolWat,CC1(c2cccnc2)CNC(=O)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d310>,CC1(c2cccnc2)CNC(=O)C1,2,1,0.8592,41.99,1,3.302,10,1,2,0.7692307692307693,0.0769230769230769,0.1538461538461538,0.4,0.1,176.094963004,13,2,1,1,2,1,1,0,0
7103,Z1259163777,EnamineSolWat,O=C(O)c1cccc(CN2CCOCC2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d380>,Cl.O=C(O)c1cccc(CN2CCOCC2)c1,3,1,1.217,49.77,3,1.656,12,3,1,0.75,0.1875,0.0625,0.4166666666666667,0.0,221.10519334,16,2,1,1,1,1,1,0,0
7104,Z2313405100,EnamineSolWat,OCC1CN(Cc2cccc(F)c2)CC1O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d3f0>,OCC1CN(Cc2cccc(F)c2)CC1O,3,2,0.6106999999999998,43.7,3,2.816,12,2,1,0.75,0.125,0.0625,0.5,0.1666666666666666,225.116506972,16,2,1,1,1,1,1,0,0
7105,Z56931797,EnamineSolWat,Oc1cc(C(O)O)cn1Cc1ccco1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d460>,O=C(O)C1CC(=O)N(Cc2ccco2)C1,5,3,0.8181999999999999,78.76,3,3.012,10,4,1,0.6666666666666666,0.2666666666666666,0.0666666666666666,0.2,0.0,209.068807832,15,2,0,2,2,0,2,0,0
7106,Z109062680,EnamineSolWat,Cc1nn(C)c(C)c1NC(=O)c1ccc(Cl)cc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d4d0>,Cc1nn(C)c(C)c1NC(=O)c1ccc(Cl)cc1F,3,1,3.0817400000000017,46.92,2,1.985,13,1,3,0.6842105263157895,0.0526315789473684,0.1578947368421052,0.2307692307692307,0.0,281.073117936,19,2,0,2,1,0,2,0,0
7107,Z1374778829,EnamineSolWat,CC1CCN(c2cc(C(=O)O)ccn2)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d540>,CC1CCN(c2cc(C(=O)O)ccn2)C1,3,1,1.626,53.43000000000001,2,2.472,11,2,2,0.7333333333333333,0.1333333333333333,0.1333333333333333,0.4545454545454545,0.0909090909090909,206.105527688,15,2,1,1,2,1,1,0,0
7108,Z993145918,EnamineSolWat,CC(C)(C(=O)N1CCC(C(N)=O)C1)c1ccccc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d5b0>,CC(C)(C(=O)N1CCC(C(N)=O)C1)c1ccccc1F,2,1,1.4370999999999994,63.4,3,2.676,15,2,2,0.75,0.1,0.1,0.4666666666666667,0.0666666666666666,278.143056068,20,2,1,1,1,1,1,0,0
7109,Z219533428,EnamineSolWat,CC1CN(C(=O)Nc2ccccc2F)CCO1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d620>,CC1CN(C(=O)Nc2ccccc2F)CCO1,2,1,2.0783,41.57000000000001,1,2.353,12,2,2,0.7058823529411765,0.1176470588235294,0.1176470588235294,0.4166666666666667,0.0833333333333333,238.11175594,17,2,1,1,1,1,1,0,0
7110,Z3236227716,EnamineSolWat,O=C(O)C1(c2cccnc2)CCCC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d690>,O=C(O)C1(c2cccnc2)CCCC1,2,1,1.978,50.19,2,2.278,11,2,1,0.7857142857142857,0.1428571428571428,0.0714285714285714,0.4545454545454545,0.0,191.094628656,14,2,1,1,1,0,1,0,0
7111,Z1741968271,EnamineSolWat,Fc1ccc2c(C3CCNCC3)noc2c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d700>,Fc1ccc2c(C3CCNCC3)noc2c1,3,1,2.4339000000000004,38.06,1,2.437,12,1,2,0.75,0.0625,0.125,0.4166666666666667,0.0,220.101191256,16,3,1,2,2,1,2,0,0
7112,Z1455827322,EnamineSolWat,N[C@@H]1CCN(C(=O)C2(c3ccccc3F)CC2)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d770>,Cl.N[C@@H]1CCN(C(=O)C2(c3ccccc3F)CC2)C1,2,1,1.4168999999999998,46.33,2,2.769,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.5,0.0714285714285714,248.132491384,18,3,2,1,1,1,1,0,0
7113,Z45415564,EnamineSolWat,Cc1ccc(S(N)(=O)=O)cc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d7e0>,Cc1ccc(S(N)(=O)=O)cc1,2,1,0.6424200000000002,60.16,1,1.437,7,2,1,0.6363636363636364,0.1818181818181818,0.0909090909090909,0.1428571428571428,0.0,171.035399528,11,1,0,1,0,0,1,0,0
7114,Z54750031,EnamineSolWat,CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d850>,CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,2,0,1.4898,23.550000000000004,2,1.586,13,1,2,0.7647058823529411,0.0588235294117647,0.1176470588235294,0.4615384615384615,0.0,236.132491384,17,2,1,1,1,1,1,0,0
7115,Z2011946047,EnamineSolWat,O=C(C1CCCOC1)N1CCOC(C(F)F)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d8c0>,O=C(C1CCCOC1)N1CCOC(C(F)F)C1,3,0,0.9055,38.77,2,3.499,11,3,1,0.6470588235294118,0.1764705882352941,0.0588235294117647,0.9090909090909092,0.1818181818181818,249.117649844,17,2,2,0,2,2,0,0,0
7116,Z32927995,EnamineSolWat,CN1CCCN(C(=O)c2ccc(F)cc2)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d930>,CN1CCCN(C(=O)c2ccc(F)cc2)CC1,2,0,1.6034000000000002,23.55,1,1.624,13,1,2,0.7647058823529411,0.0588235294117647,0.1176470588235294,0.4615384615384615,0.0,236.132491384,17,2,1,1,1,1,1,0,0
7117,Z90526999,EnamineSolWat,CC(O)CNC1CCCCC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73d9a0>,CC(O)CNC1CCCCC1,2,2,1.2895,32.26,3,2.46,9,1,1,0.8181818181818182,0.0909090909090909,0.0909090909090909,1.0,0.1111111111111111,157.146664228,11,1,1,0,0,0,0,0,0
7118,Z1945984137,EnamineSolWat,CC(C)Cc1ncc(N)cn1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73da10>,CC(C)Cc1ncc(N)cn1,3,1,1.2573,51.8,2,2.448,8,0,3,0.7272727272727273,0.0,0.2727272727272727,0.5,0.0,151.110947416,11,1,0,1,1,0,1,0,0
7119,Z212117078,EnamineSolWat,CC1CN(C(=O)Cc2ccc(F)cc2)CCO1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73da80>,CC1CN(C(=O)Cc2ccc(F)cc2)CCO1,2,0,1.6155,29.540000000000003,2,2.319,13,2,1,0.7647058823529411,0.1176470588235294,0.0588235294117647,0.4615384615384615,0.0769230769230769,237.116506972,17,2,1,1,1,1,1,0,0
7120,Z316497698,EnamineSolWat,Cc1ccc(CNC(=O)c2ccn(C)c(=O)c2)cc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73daf0>,Cc1ccc(CNC(=O)c2ccn(C)c(=O)c2)cc1F,3,1,1.76282,51.1,3,2.004,15,2,2,0.75,0.1,0.1,0.2,0.0,274.11175594,20,2,0,2,1,0,2,0,0
7121,Z1101860861,EnamineSolWat,Cc1cc(NC(=O)C2CCN(C)C(=O)C2)ccc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73db60>,Cc1cc(NC(=O)C2CCN(C)C(=O)C2)ccc1F,2,1,1.94102,49.41,2,2.472,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.4285714285714285,0.0714285714285714,264.127406004,19,2,1,1,1,1,1,0,0
7122,Z2189283988,EnamineSolWat,O=C(O)CCc1cncnc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dbd0>,O=C(O)CCc1cncnc1,3,1,0.4938,63.08,3,2.068,7,2,2,0.6363636363636364,0.1818181818181818,0.1818181818181818,0.2857142857142857,0.0,152.058577496,11,1,0,1,1,0,1,0,0
7123,Z1259162110,EnamineSolWat,CS(=O)(=O)N1CCc2c(N)cccc2C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dc40>,CS(=O)(=O)N1CCc2c(N)cccc2C1,3,1,0.5864999999999997,63.400000000000006,1,2.252,10,2,2,0.6666666666666666,0.1333333333333333,0.1333333333333333,0.4,0.0,226.077598688,15,2,1,1,1,1,1,0,0
7124,Z1127236484,EnamineSolWat,c1cncc(NCc2csnn2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dcb0>,c1cncc(NCc2csnn2)c1,5,1,1.5452,50.7,3,2.506,8,0,4,0.6153846153846154,0.0,0.3076923076923077,0.125,0.0,192.046967256,13,2,0,2,2,0,2,0,0
7125,Z1688198380,EnamineSolWat,CC1CN(Cc2ccc(F)cc2)CCN1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dd20>,CC1CN(Cc2ccc(F)cc2)CCN1.Cl.Cl,2,1,1.6194,15.27,2,2.362,12,0,2,0.8,0.0,0.1333333333333333,0.5,0.0833333333333333,208.137576764,15,2,1,1,1,1,1,0,0
7126,Z196125820,EnamineSolWat,COc1ccc(S(C)(=O)=O)cc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dd90>,COc1ccc(S(C)(=O)=O)cc1,3,0,1.0987,43.370000000000005,2,1.376,8,3,0,0.6666666666666666,0.25,0.0,0.25,0.0,186.03506518,12,1,0,1,0,0,1,0,0
7127,Z220656464,EnamineSolWat,CC(=O)N1CCN(C(=O)c2cc(Cl)ccc2F)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73de00>,CC(=O)N1CCN(C(=O)c2cc(Cl)ccc2F)CC1,2,0,1.7834,40.620000000000005,1,1.801,13,2,2,0.6842105263157895,0.1052631578947368,0.1052631578947368,0.3846153846153846,0.0,284.072783588,19,2,1,1,1,1,1,0,0
7128,Z354263674,EnamineSolWat,C=CCN=c1[nH]n2cc(C)nc2s1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73de70>,C=CCNc1nn2cc(C)nc2s1,4,1,1.1190199999999997,45.45,2,4.1,8,0,4,0.6153846153846154,0.0,0.3076923076923077,0.25,0.0,194.06261732,13,2,0,2,2,0,2,0,0
7129,Z2096088430,EnamineSolWat,Cc1[nH]c(=O)ccc1C#N,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dee0>,Cc1nc(O)ccc1C#N,2,1,0.5549999999999999,56.65,0,2.582,7,1,2,0.7,0.1,0.2,0.1428571428571428,0.0,134.048012812,10,1,0,1,1,0,1,0,0
7130,Z1272517105,EnamineSolWat,Cc1nc(=NC2CCCC2(C)CO)s[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73df50>,Cc1nsc(NC2CCCC2(C)CO)n1,4,2,1.2314199999999995,61.27,2,4.825,10,1,3,0.6666666666666666,0.0666666666666666,0.2,0.8,0.2,227.109233164,15,2,1,1,1,0,1,0,0
7131,Z1252465247,EnamineSolWat,FC(F)(F)c1ccn(Cc2ccon2)n1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73dfc0>,FC(F)(F)c1ccn(Cc2ccon2)n1,4,0,1.9381999999999997,43.85,2,2.771,8,1,3,0.5333333333333333,0.0666666666666666,0.2,0.25,0.0,217.046296472,15,2,0,2,2,0,2,0,0
7132,Z1416282381,EnamineSolWat,Cn1cc(CCC(=O)O)c2ccccc21,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e030>,Cn1cc(CCC(=O)O)c2ccccc21,2,1,2.1955,42.23,3,1.867,12,2,1,0.8,0.1333333333333333,0.0666666666666666,0.25,0.0,203.094628656,15,2,0,2,1,0,2,0,0
7133,Z1342879024,EnamineSolWat,OCc1cc2c(Cl)cccc2[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e0a0>,OCc1cc2c(Cl)cccc2[nH]1,1,2,2.3136,36.02,1,2.26,9,1,1,0.75,0.0833333333333333,0.0833333333333333,0.1111111111111111,0.0,181.029441556,12,2,0,2,1,0,2,0,0
7134,Z1335399140,EnamineSolWat,O=C(C1CCCOC1)N1CCCc2c(F)cccc21,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e110>,O=C(C1CCCOC1)N1CCCc2c(F)cccc21,2,0,2.531500000000001,29.54,1,2.771,15,2,1,0.7894736842105263,0.1052631578947368,0.0526315789473684,0.5333333333333333,0.0666666666666666,263.132157036,19,3,2,1,2,2,1,0,0
7135,Z1335657648,EnamineSolWat,CNc1cc(O)n(Cc2ccccc2)c1O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e180>,CNC1CC(=O)N(Cc2ccccc2)C1=O,4,3,1.9893,57.42,3,2.315,12,2,2,0.75,0.125,0.125,0.1666666666666666,0.0,218.105527688,16,2,0,2,1,0,2,0,0
7136,Z409629254,EnamineSolWat,O=C(NCC1CCCO1)Nc1cccc(F)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e1f0>,O=C(NCC1CCCO1)Nc1cccc(F)c1,2,2,2.1262,50.36,3,2.271,12,2,2,0.7058823529411765,0.1176470588235294,0.1176470588235294,0.4166666666666667,0.0833333333333333,238.11175594,17,2,1,1,1,1,1,0,0
7137,Z16395771,EnamineSolWat,COc1ccc(CN2C(=O)NC3(CCCC3)C2=O)cc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e260>,COc1ccc(CN2C(=O)NC3(CCCC3)C2=O)cc1F,3,1,2.1989,58.64,3,2.589,15,3,2,0.7142857142857143,0.1428571428571428,0.0952380952380952,0.4666666666666667,0.0,292.12232062400005,21,3,2,1,1,1,1,1,0
7138,Z2242910511,EnamineSolWat,CC(Cc1ccccc1F)C(=O)N1CCC(N)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e2d0>,CC(Cc1ccccc1F)C(=O)N1CCC(N)C1,2,1,1.5638999999999998,46.33,3,2.872,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.5,0.1428571428571428,250.148141448,18,2,1,1,1,1,1,0,0
7139,Z3230592661,EnamineSolWat,CN=c1cc(-c2ccc(OC)cc2)[nH][nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142f73e340>,CNc1cc(-c2ccc(OC)cc2)n[nH]1,2,2,1.5488999999999995,53.17,2,2.885,11,1,3,0.7333333333333333,0.0666666666666666,0.2,0.1818181818181818,0.0,203.105862036,15,2,0,2,1,0,2,0,0
