,ID,Database,SMILES_chiral,Counts,ROMol,SMILES,HBA,HBD,LOGP,TPSA,RB,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,MW,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
688,QHM-0000523,CRAFT,O=C(N=c1cc2[nH]c(-c3ccccc3)cn2cn1)Oc1ccc([N+](=O)[O-])cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce5e0>,O=C(Nc1cc2nc(-c3ccccc3)cn2cn1)Oc1ccc([N+](=O)[O-])cc1,6,1,3.3373000000000017,114.89,3,3.073,19,4,5,0.6785714285714286,0.1428571428571428,0.1785714285714285,0.0,0.0,375.096753896,28,4,0,4,2,0,4,0,0
689,QHM-0000522,CRAFT,O=C(Cc1ccccc1)N=c1cc2[nH]c(-c3ccccc3)cn2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce650>,O=C(Cc1ccccc1)Nc1cc2nc(-c3ccccc3)cn2cn1,3,1,2.9994000000000005,62.52,3,2.874,20,1,4,0.8,0.04,0.16,0.05,0.0,328.132411132,25,4,0,4,2,0,4,0,0
690,QHM-0000521,CRAFT,O=C(CC1CCCCC1)N=c1cc2[nH]c(-c3ccccc3)cn2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce6c0>,O=C(CC1CCCCC1)Nc1cc2nc(-c3ccccc3)cn2cn1,3,1,3.727100000000002,62.52,3,3.126,20,1,4,0.8,0.04,0.16,0.35,0.0,334.179361324,25,4,1,3,2,0,3,0,0
691,QHM-0000520,CRAFT,N#Cc1ccc(C(=O)N=c2cc3[nH]c(-c4ccccc4)cn3cn2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce730>,N#Cc1ccc(C(=O)Nc2cc3nc(-c4ccccc4)cn3cn2)cc1,4,1,2.9421800000000005,86.30999999999999,2,2.987,20,1,5,0.7692307692307693,0.0384615384615384,0.1923076923076923,0.0,0.0,339.1120100360001,26,4,0,4,2,0,4,0,0
692,QHM-0000519,CRAFT,O=C(N=c1cc2[nH]c(-c3ccccc3)cn2cn1)c1ccc(F)c(F)c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce7a0>,O=C(Nc1cc2nc(-c3ccccc3)cn2cn1)c1ccc(F)c(F)c1,3,1,3.348700000000002,62.52,2,2.99,19,1,4,0.7307692307692307,0.0384615384615384,0.1538461538461538,0.0,0.0,350.097917444,26,4,0,4,2,0,4,0,0
693,QHM-0000518,CRAFT,Cc1cc(C)n2cc(-c3ccccc3)nc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce810>,Cc1cc(C)n2cc(-c3ccccc3)nc2c1,2,0,3.618140000000002,17.3,1,2.018,15,0,2,0.8823529411764706,0.0,0.1176470588235294,0.1333333333333333,0.0,222.115698448,17,3,0,3,2,0,3,0,0
694,QHM-0000517,CRAFT,CCOC(=O)c1c(-c2ccc(F)c(F)c2)oc2ncccc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce880>,CCOC(=O)c1c(-c2ccc(F)c(F)c2)oc2ncccc12,4,0,3.9497000000000018,52.33,3,2.319,16,3,1,0.7272727272727273,0.1363636363636363,0.0454545454545454,0.125,0.0,303.07069965200003,22,3,0,3,2,0,3,0,0
695,QHM-0000516,CRAFT,N=c1cc2[nH]c(-c3ccccc3)cn2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce8f0>,Nc1cc2nc(-c3ccccc3)cn2cn1,3,2,1.80887,56.94,1,3.137,12,0,4,0.75,0.0,0.25,0.0,0.0,210.09054632,16,3,0,3,2,0,3,0,0
696,QHM-0000515,CRAFT,O=C1c2ccccc2C(=O)N1c1ccn(Cc2ccccc2)n1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce960>,O=C1c2ccccc2C(=O)N1c1ccn(Cc2ccccc2)n1,4,0,2.732000000000001,55.2,3,2.065,18,2,3,0.782608695652174,0.0869565217391304,0.1304347826086956,0.0555555555555555,0.0,303.10077665600005,23,4,1,3,2,1,3,0,0
697,QHM-0000514,CRAFT,Fc1ccc(-c2cn3ccccc3n2)cc1F,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ce9d0>,Fc1ccc(-c2cn3ccccc3n2)cc1F,2,0,3.2795000000000005,17.3,1,2.044,13,0,2,0.7647058823529411,0.0,0.1176470588235294,0.0,0.0,230.065554696,17,3,0,3,2,0,3,0,0
698,QHM-0000513,CRAFT,N=c1cc2[nH]c(-c3ccc(F)c(F)c3)cn2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cea40>,Nc1cc2nc(-c3ccc(F)c(F)c3)cn2cn1,3,2,2.08707,56.94,1,3.291,12,0,4,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0,246.071702696,18,3,0,3,2,0,3,0,0
699,QHM-0000512,CRAFT,CCOC(=O)c1c(-c2ccccc2)oc2ncc(N3CCCC3)cc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ceab0>,CCOC(=O)c1c(-c2ccccc2)oc2ncc(N3CCCC3)cc12,5,0,4.271700000000003,55.57,4,2.282,20,3,2,0.8,0.12,0.08,0.3,0.0,336.1473925,25,4,1,3,3,1,3,0,0
700,QHM-0000511,CRAFT,CCOC(=O)c1c(-c2ccccc2)oc2nc(N3CCCC3)ccc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ceb20>,CCOC(=O)c1c(-c2ccccc2)oc2nc(N3CCCC3)ccc12,5,0,4.271700000000004,55.57,4,2.287,20,3,2,0.8,0.12,0.08,0.3,0.0,336.1473925,25,4,1,3,3,1,3,0,0
701,QHM-0000510,CRAFT,CCOC(=O)c1c(C)oc2ncc(N3CCC(F)C3)cc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ceb90>,CCOC(=O)c1c(C)oc2ncc(N3CCC(F)C3)cc12,5,0,2.861120000000001,55.57,3,3.107,15,3,2,0.7142857142857143,0.1428571428571428,0.0952380952380952,0.4666666666666667,0.0666666666666666,292.12232062400005,21,3,1,2,3,1,2,0,0
702,QHM-0000509,CRAFT,CCOC(=O)c1c(C)oc2nc(N3CCC(F)C3)ccc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cec00>,CCOC(=O)c1c(C)oc2nc(N3CCC(F)C3)ccc12,5,0,2.861120000000001,55.57,3,3.107,15,3,2,0.7142857142857143,0.1428571428571428,0.0952380952380952,0.4666666666666667,0.0666666666666666,292.12232062400005,21,3,1,2,3,1,2,0,0
703,QHM-0000508,CRAFT,CCOC(=O)c1c(-c2ccccc2)oc2c1ccc[n+]2[O-],,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cec70>,CCOC(=O)c1c(-c2ccccc2)oc2c1ccc[n+]2[O-],4,0,2.909900000000002,66.38,3,2.62,16,4,1,0.7619047619047619,0.1904761904761904,0.0476190476190476,0.125,0.0,283.084457896,21,3,0,3,2,0,3,0,0
704,QHM-0000507,CRAFT,CC(C)=CCOC1=CC(=O)c2ccccc2C1=O,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cece0>,CC(C)=CCOC1=CC(=O)c2ccccc2C1=O,3,0,2.932300000000001,43.370000000000005,3,2.425,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.2,0.0,242.094294308,18,2,1,1,0,0,1,0,0
705,QHM-0000506,CRAFT,COC1=CC(=O)c2ccccc2C1=O,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ced50>,COC1=CC(=O)c2ccccc2C1=O,3,0,1.5959,43.370000000000005,1,2.012,11,3,0,0.7857142857142857,0.2142857142857142,0.0,0.0909090909090909,0.0,188.047344116,14,2,1,1,0,0,1,0,0
706,QHM-0000505,CRAFT,COc1ncc2[nH]ncc2c1-c1ccc(C(C)=O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cedc0>,COc1ncc2[nH]ncc2c1-c1ccc(C(C)=O)cc1,4,1,2.836100000000001,67.87,3,2.395,15,2,3,0.75,0.1,0.15,0.1333333333333333,0.0,267.100776656,20,3,0,3,2,0,3,0,0
707,QHM-0000504,CRAFT,N#Cc1ccccc1-c1ccco1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cee30>,N#Cc1ccccc1-c1ccco1,2,0,2.818280000000001,36.93,1,1.946,11,1,1,0.8461538461538461,0.0769230769230769,0.0769230769230769,0.0,0.0,169.052763844,13,2,0,2,1,0,2,0,0
708,QHM-0000503,CRAFT,Clc1ccccc1-c1ccco1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ceea0>,Clc1ccccc1-c1ccco1,1,0,3.6000000000000014,13.14,1,1.631,10,1,0,0.8333333333333334,0.0833333333333333,0.0,0.0,0.0,178.018542524,12,2,0,2,1,0,2,0,0
709,QHM-0000502,CRAFT,COc1ccccc1-c1ccco1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cef10>,COc1ccccc1-c1ccco1,2,0,2.9552000000000014,22.37,2,1.613,11,2,0,0.8461538461538461,0.1538461538461538,0.0,0.0909090909090909,0.0,174.06807956,13,2,0,2,1,0,2,0,0
710,QHM-0000501,CRAFT,COC(=O)c1ccc(-c2ccco2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cef80>,COC(=O)c1ccc(-c2ccco2)cc1,3,0,2.733200000000001,39.44,2,1.631,12,3,0,0.8,0.2,0.0,0.0833333333333333,0.0,202.06299418,15,2,0,2,1,0,2,0,0
711,QHM-0000500,CRAFT,Brc1ccc(-c2ccco2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6ceff0>,Brc1ccc(-c2ccco2)cc1,1,0,3.709100000000002,13.14,1,1.685,10,1,0,0.8333333333333334,0.0833333333333333,0.0,0.0,0.0,221.968026944,12,2,0,2,1,0,2,0,0
712,QHM-0000499,CRAFT,N#Cc1ccc(-c2ccco2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf060>,N#Cc1ccc(-c2ccco2)cc1,2,0,2.818280000000001,36.93,1,1.837,11,1,1,0.8461538461538461,0.0769230769230769,0.0769230769230769,0.0,0.0,169.052763844,13,2,0,2,1,0,2,0,0
713,QHM-0000498,CRAFT,CC(=O)c1ccc(-c2ccco2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf0d0>,CC(=O)c1ccc(-c2ccco2)cc1,2,0,3.1492000000000013,30.21,2,1.654,12,2,0,0.8571428571428571,0.1428571428571428,0.0,0.0833333333333333,0.0,186.06807956,14,2,0,2,1,0,2,0,0
714,QHM-0000497,CRAFT,CC(C)=CCOc1cc(O)c2c(-c3ccccc3)cc(=O)oc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf140>,CC(C)=CCOc1cc(O)c2c(-c3ccccc3)cc(=O)oc2c1,4,1,4.510600000000003,59.67,4,2.361,20,4,0,0.8333333333333334,0.1666666666666666,0.0,0.15,0.0,322.12050905599995,24,3,0,3,1,0,3,0,0
715,QHM-0000496,CRAFT,CC(C)=CCOc1cc(OCC=C(C)C)c2c(-c3ccccc3)cc(=O)oc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf1b0>,CC(C)=CCOc1cc(OCC=C(C)C)c2c(-c3ccccc3)cc(=O)oc2c1,4,0,6.150000000000007,48.67,7,2.593,25,4,0,0.8620689655172413,0.1379310344827586,0.0,0.24,0.0,390.183109312,29,3,0,3,1,0,3,0,0
716,QHM-0000495,CRAFT,CC(C)=CCc1c(O)cc(O)c2c(-c3ccccc3)cc(=O)oc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf220>,CC(C)=CCc1c(O)cc(O)c2c(-c3ccccc3)cc(=O)oc12,4,2,4.379900000000004,70.67,3,2.556,20,4,0,0.8333333333333334,0.1666666666666666,0.0,0.15,0.0,322.12050905599995,24,3,0,3,1,0,3,0,0
717,QHM-0000494,CRAFT,O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf290>,O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1,4,2,2.871200000000001,70.67,1,2.098,15,4,0,0.7894736842105263,0.2105263157894736,0.0,0.0,0.0,254.0579088,19,3,0,3,1,0,3,0,0
718,QHM-0000493,CRAFT,C[C@@H](CBr)COC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf300>,C[C@@H](CBr)COC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,4,0,3.1822000000000017,69.44,6,2.774,13,4,1,0.6842105263157895,0.2105263157894736,0.0526315789473684,0.3076923076923077,0.0769230769230769,327.01062002799995,19,1,0,1,0,0,1,0,0
719,QHM-0000492,CRAFT,C[C@@H](CC#N)COC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf370>,C[C@@H](CC#N)COC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,5,0,2.7009800000000013,93.23,6,2.899,14,4,2,0.7,0.2,0.1,0.2857142857142857,0.0714285714285714,274.095356928,20,1,0,1,0,0,1,0,0
720,QHM-0000491,CRAFT,Cc1ccc2nc(-c3ccccc3)cn2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf3e0>,Cc1ccc2nc(-c3ccccc3)cn2c1,2,0,3.3097200000000013,17.3,1,1.879,14,0,2,0.875,0.0,0.125,0.0714285714285714,0.0,208.100048384,16,3,0,3,2,0,3,0,0
721,QHM-0000490,CRAFT,OCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf450>,OCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,3,1,2.887900000000001,26.71,5,1.939,14,1,2,0.7368421052631579,0.0526315789473684,0.1052631578947368,0.5714285714285714,0.0,302.09526862,19,2,1,1,1,1,1,0,0
722,QHM-0000489,CRAFT,Clc1cccc(N2CCNCC2)c1Cl,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf4c0>,Cl.Clc1cccc(N2CCNCC2)c1Cl,2,1,2.4030000000000005,15.27,1,1.999,10,0,2,0.7142857142857143,0.0,0.1428571428571428,0.4,0.0,230.037753744,14,2,1,1,1,1,1,0,0
723,QHM-0000488,CRAFT,Cc1ccc(S(=O)(=O)c2[nH]nc3ccccc23)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf530>,Cc1ccc(S(=O)(=O)c2n[nH]c3ccccc23)cc1,3,1,2.7041200000000005,62.82,2,2.084,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.0714285714285714,0.0,272.061948624,19,3,0,3,1,0,3,0,0
724,QHM-0000487,CRAFT,COc1cc2cnn(-c3ccc(S(=O)(=O)c4[nH]nc5cnc(OC)cc45)cc3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf5a0>,COc1cc2cnn(-c3ccc(S(=O)(=O)c4n[nH]c5cnc(OC)cc45)cc3)c2cn1,9,1,2.5418000000000003,124.88,5,2.974,20,4,6,0.6451612903225806,0.1290322580645161,0.1935483870967742,0.1,0.0,436.095373992,31,5,0,5,4,0,5,0,0
725,QHM-0000486,CRAFT,COc1cc2c(S(=O)(=O)c3c(C(C)C)cc(C(C)C)cc3C(C)C)[nH]nc2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf610>,COc1cc2c(S(=O)(=O)c3c(C(C)C)cc(C(C)C)cc3C(C)C)n[nH]c2cn1,5,1,5.169500000000005,84.94000000000001,6,3.012,22,3,3,0.7586206896551724,0.1034482758620689,0.1034482758620689,0.4545454545454545,0.0,415.1929627880001,29,3,0,3,2,0,3,0,0
726,QHM-0000485,CRAFT,COc1cc2c(S(=O)(=O)c3ccc(Br)cc3)[nH]nc2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf680>,COc1cc2c(S(=O)(=O)c3ccc(Br)cc3)n[nH]c2cn1,5,1,2.5618,84.94000000000001,3,2.616,13,3,3,0.6190476190476191,0.1428571428571428,0.1428571428571428,0.0769230769230769,0.0,366.9626242800001,21,3,0,3,2,0,3,0,0
727,QHM-0000484,CRAFT,COc1cc2c(S(=O)(=O)c3ccccc3)[nH]nc2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf6f0>,COc1cc2c(S(=O)(=O)c3ccccc3)n[nH]c2cn1,5,1,1.7993,84.94000000000001,3,2.517,13,3,3,0.65,0.15,0.15,0.0769230769230769,0.0,289.05211221200005,20,3,0,3,2,0,3,0,0
728,QHM-0000483,CRAFT,COc1cc2c(S(=O)(=O)c3ccc4ccccc4c3)[nH]nc2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf760>,COc1cc2c(S(=O)(=O)c3ccc4ccccc4c3)n[nH]c2cn1,5,1,2.952500000000001,84.94000000000001,3,2.535,17,3,3,0.7083333333333334,0.125,0.125,0.0588235294117647,0.0,339.0677622760001,24,4,0,4,2,0,4,0,0
729,QHM-0000482,CRAFT,COc1cc2c(S(=O)(=O)c3ccc(C)cc3)[nH]nc2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf7d0>,COc1cc2c(S(=O)(=O)c3ccc(C)cc3)n[nH]c2cn1,5,1,2.10772,84.94000000000001,3,2.537,14,3,3,0.6666666666666666,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,303.06776227600005,21,3,0,3,2,0,3,0,0
730,QHM-0000481,CRAFT,Cc1ccc(S(=O)(=O)n2ncc3ccccc32)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf840>,Cc1ccc(S(=O)(=O)n2ncc3ccccc32)cc1,4,0,2.5817200000000007,51.96,2,2.008,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.0714285714285714,0.0,272.061948624,19,3,0,3,1,0,3,0,0
731,QHM-0000480,CRAFT,Cc1ccc(S(=O)(=O)n2ccc3ccccc32)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf8b0>,Cc1ccc(S(=O)(=O)n2ccc3ccccc32)cc1,3,0,3.186720000000002,39.07,2,1.836,15,2,1,0.7894736842105263,0.1052631578947368,0.0526315789473684,0.0666666666666666,0.0,271.066699656,19,3,0,3,1,0,3,0,0
732,QHM-0000479,CRAFT,Cc1ccc(S(=O)(=O)n2cccn2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf920>,Cc1ccc(S(=O)(=O)n2cccn2)cc1,4,0,1.42852,51.96,2,2.121,10,2,2,0.6666666666666666,0.1333333333333333,0.1333333333333333,0.1,0.0,222.04629856,15,2,0,2,1,0,2,0,0
733,QHM-0000478,CRAFT,COc1cc2c(S(=O)(=O)c3ccc(C)cc3)nn(S(=O)(=O)c3ccc(C)cc3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cf990>,COc1cc2c(S(=O)(=O)c3ccc(C)cc3)nn(S(=O)(=O)c3ccc(C)cc3)c2cn1,8,0,3.126540000000002,108.22,5,2.605,21,5,3,0.6774193548387096,0.1612903225806451,0.0967741935483871,0.1428571428571428,0.0,457.076612708,31,4,0,4,2,0,4,0,0
734,QHM-0000477,CRAFT,COc1cc2cnn(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfa00>,COc1cc2cnn(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)c2cn1,8,0,1.5851,117.22,4,2.54,13,5,4,0.5652173913043478,0.217391304347826,0.1739130434782608,0.0769230769230769,0.0,334.03719042,23,3,0,3,2,0,3,0,0
735,QHM-0000476,CRAFT,COc1cc2cnn(S(=O)(=O)c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfa70>,COc1cc2cnn(S(=O)(=O)c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2cn1,6,0,5.047100000000005,74.08000000000001,6,2.93,22,3,3,0.7586206896551724,0.1034482758620689,0.1034482758620689,0.4545454545454545,0.0,415.1929627880001,29,3,0,3,2,0,3,0,0
736,QHM-0000475,CRAFT,COc1cc2cnn(S(=O)(=O)c3ccc(Br)cc3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfae0>,COc1cc2cnn(S(=O)(=O)c3ccc(Br)cc3)c2cn1,6,0,2.4394,74.08000000000001,3,2.496,13,3,3,0.6190476190476191,0.1428571428571428,0.1428571428571428,0.0769230769230769,0.0,366.96262428,21,3,0,3,2,0,3,0,0
737,QHM-0000474,CRAFT,COc1cc2cnn(S(=O)(=O)c3ccccc3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfb50>,COc1cc2cnn(S(=O)(=O)c3ccccc3)c2cn1,6,0,1.6768999999999998,74.08000000000001,3,2.393,13,3,3,0.65,0.15,0.15,0.0769230769230769,0.0,289.05211221200005,20,3,0,3,2,0,3,0,0
738,QHM-0000473,CRAFT,COc1cc2cnn(S(=O)(=O)c3ccc4ccccc4c3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfbc0>,COc1cc2cnn(S(=O)(=O)c3ccc4ccccc4c3)c2cn1,6,0,2.8301000000000007,74.08000000000001,3,2.426,17,3,3,0.7083333333333334,0.125,0.125,0.0588235294117647,0.0,339.06776227600005,24,4,0,4,2,0,4,0,0
739,QHM-0000472,CRAFT,COc1cc2cnn(S(C)(=O)=O)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfc30>,COc1cc2cnn(S(C)(=O)=O)c2cn1,6,0,0.2476,74.08000000000001,2,2.853,8,3,3,0.5333333333333333,0.2,0.2,0.25,0.0,227.036462148,15,2,0,2,2,0,2,0,0
740,QHM-0000471,CRAFT,COc1cc2cnn(S(=O)(=O)c3ccc(C)cc3)c2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfca0>,COc1cc2cnn(S(=O)(=O)c3ccc(C)cc3)c2cn1,6,0,1.98532,74.08000000000001,3,2.417,14,3,3,0.6666666666666666,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,303.06776227600005,21,3,0,3,2,0,3,0,0
741,QHM-0000470,CRAFT,COc1ncc2[nH]ncc2c1-c1ccccc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfd10>,COc1ncc2[nH]ncc2c1-c1ccccc1,3,1,2.6335000000000006,50.8,2,2.318,13,1,3,0.7647058823529411,0.0588235294117647,0.1764705882352941,0.0769230769230769,0.0,225.090211972,17,3,0,3,2,0,3,0,0
742,QHM-0000469,CRAFT,CC(=O)Nc1cnc(OC(=O)OC(C)(C)C)cc1C,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfd80>,CC(=O)Nc1cnc(OC(=O)OC(C)(C)C)cc1C,5,1,2.662320000000001,77.52,2,2.375,13,4,2,0.6842105263157895,0.2105263157894736,0.1052631578947368,0.4615384615384615,0.0,266.126657056,19,1,0,1,1,0,1,0,0
743,QHM-0000468,CRAFT,Fc1ccc(-c2cn3cccnc3n2)cc1F,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfdf0>,Fc1ccc(-c2cn3cccnc3n2)cc1F,3,0,2.6745,30.19,1,2.251,12,0,3,0.7058823529411765,0.0,0.1764705882352941,0.0,0.0,231.060803664,17,3,0,3,2,0,3,0,0
744,QHM-0000467,CRAFT,c1ccc(COc2cc3c[nH]nc3cn2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfe60>,c1ccc(COc2cc3cn[nH]c3cn2)cc1,3,1,2.5369,50.8,3,2.471,13,1,3,0.7647058823529411,0.0588235294117647,0.1764705882352941,0.0769230769230769,0.0,225.090211972,17,3,0,3,2,0,3,0,0
745,QHM-0000466,CRAFT,CC(=O)n1ncc2cc(OCc3ccccc3)ncc21,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cfed0>,CC(=O)n1ncc2cc(OCc3ccccc3)ncc21,5,0,2.6704000000000008,57.010000000000005,3,2.368,15,2,3,0.75,0.1,0.15,0.1333333333333333,0.0,267.100776656,20,3,0,3,2,0,3,0,0
746,QHM-0000465,CRAFT,O=c1[nH]cc2ccncc2c1-c1ccc([N+](=O)[O-])cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d6cff40>,O=[N+]([O-])c1ccc(-c2c(O)ncc3ccncc23)cc1,4,1,2.4983000000000004,88.89,2,2.477,14,3,3,0.7,0.15,0.15,0.0,0.0,267.064391148,20,3,0,3,2,0,3,0,0
747,QHM-0000464,CRAFT,O=c1[nH]cc2ccncc2c1-c1ccc(Cl)cc1Cl,,<rdkit.Chem.rdchem.Mol object at 0x7a142d214040>,Oc1ncc2ccncc2c1-c1ccc(Cl)cc1Cl,2,1,3.896900000000002,45.75,1,2.512,14,1,2,0.7368421052631579,0.0526315789473684,0.1052631578947368,0.0,0.0,290.001368236,19,3,0,3,2,0,3,0,0
748,QHM-0000463,CRAFT,O=c1[nH]cc2ccncc2c1-c1c(Cl)cccc1Cl,,<rdkit.Chem.rdchem.Mol object at 0x7a142d2140b0>,Oc1ncc2ccncc2c1-c1c(Cl)cccc1Cl,2,1,3.896900000000002,45.75,1,2.574,14,1,2,0.7368421052631579,0.0526315789473684,0.1052631578947368,0.0,0.0,290.001368236,19,3,0,3,2,0,3,0,0
749,QHM-0000462,CRAFT,O=c1[nH]cc2ccncc2c1-c1ccc(Cl)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d214120>,Oc1ncc2ccncc2c1-c1ccc(Cl)cc1,2,1,3.243500000000002,45.75,1,2.368,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.0,0.0,256.040340588,18,3,0,3,2,0,3,0,0
750,QHM-0000461,CRAFT,N#Cc1ccc(-c2c(=O)[nH]cc3ccncc23)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d214190>,N#Cc1ccc(-c2c(O)ncc3ccncc23)cc1,3,1,2.46178,69.53999999999999,1,2.523,15,1,3,0.7894736842105263,0.0526315789473684,0.1578947368421052,0.0,0.0,247.074561908,19,3,0,3,2,0,3,0,0
751,QHM-0000460,CRAFT,O=C(O)c1ccc(-c2c(=O)[nH]cc3ccncc23)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d214200>,O=C(O)c1ccc(-c2c(O)ncc3ccncc23)cc1,3,2,2.2883000000000004,83.05,2,2.367,15,3,2,0.75,0.15,0.1,0.0,0.0,266.06914218000003,20,3,0,3,2,0,3,0,0
752,QHM-0000459,CRAFT,O=c1[nH]cc2ccncc2c1-c1ccc(C(F)(F)F)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d214270>,Oc1ncc2ccncc2c1-c1ccc(C(F)(F)F)cc1,2,1,3.608900000000002,45.75,1,2.483,15,1,2,0.7142857142857143,0.0476190476190476,0.0952380952380952,0.0666666666666666,0.0,290.066697568,21,3,0,3,2,0,3,0,0
753,QHM-0000458,CRAFT,COc1ccc(-c2c(=O)[nH]cc3ccncc23)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142d2142e0>,COc1ccc(-c2c(O)ncc3ccncc23)cc1,3,1,2.598700000000001,54.98,2,2.316,15,2,2,0.7894736842105263,0.1052631578947368,0.1052631578947368,0.0666666666666666,0.0,252.089877624,19,3,0,3,2,0,3,0,0
