,ID,Database,SMILES_chiral,Counts,MW,HBA,HBD,LOGP,TPSA,RB,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
993,LANaPDB_fragments_31266,LANAPDB,COC(C)(C)c1ccc(CO)cc1O,1.0,196.109944372,3,2,1.7659999999999996,49.69,3,2.535,11,3,0,0.7857142857142857,0.2142857142857142,0.0,0.4545454545454545,0.0,14,1,0,1,0,0,1,0,0
994,LANaPDB_fragments_31283,LANAPDB,COc1cccc2c(=O)ccoc12,1.0,176.047344116,3,0,1.8016,39.44,1,2.057,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.1,0.0,13,2,0,2,1,0,2,0,0
995,LANaPDB_fragments_31299,LANAPDB,CC=Cc1ccc(OC)cc1,1.0,148.088815004,1,0,2.728300000000001,9.23,2,1.653,10,1,0,0.9090909090909092,0.0909090909090909,0.0,0.2,0.0,11,1,0,1,0,0,1,0,0
996,LANaPDB_fragments_31323,LANAPDB,O=C1C=CCCN1,1.0,97.052763844,1,1,0.0624999999999999,29.1,0,3.224,5,1,1,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.4,0.0,7,1,1,0,1,1,0,0,0
997,LANaPDB_fragments_31325,LANAPDB,CC=CC(=O)NCC(C)(C)O,1.0,157.11027872,2,2,0.4496,49.33,3,2.683,8,2,1,0.7272727272727273,0.1818181818181818,0.0909090909090909,0.625,0.0,11,0,0,0,0,0,0,0,0
998,LANaPDB_fragments_31329,LANAPDB,C/C=C/C(=O)NCC(C)C,1.0,141.1153641,1,1,1.3347,29.1,3,2.282,8,1,1,0.8,0.1,0.1,0.625,0.0,10,0,0,0,0,0,0,0,0
999,LANaPDB_fragments_31331,LANAPDB,O=c1cc2c3ccccc3n3c(=O)ccc([nH]1)c23,1.0,236.058577496,3,1,1.7319999999999998,54.34,0,2.464,14,2,2,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,18,4,0,4,3,0,4,0,0
1000,LANaPDB_fragments_31344,LANAPDB,Cc1ccc(C)c2c1C[C@H](C(C)C)C(O)C2=O,1.0,232.14632988,2,1,2.6753400000000016,37.3,1,3.423,15,2,0,0.8823529411764706,0.1176470588235294,0.0,0.5333333333333333,0.1333333333333333,17,2,1,1,0,0,1,0,0
1001,LANaPDB_fragments_31345,LANAPDB,Cc1ccc(C)c2c1C[C@H](C(C)(C)O)C(O)C2=O,1.0,248.1412445,3,2,1.7902400000000005,57.53,1,3.592,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.5333333333333333,0.1333333333333333,18,2,1,1,0,0,1,0,0
1002,LANaPDB_fragments_31371,LANAPDB,C=Cc1ccc(O)c(C(C)=O)c1,1.0,162.06807956,2,1,2.237800000000001,37.3,2,2.184,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.1,0.0,12,1,0,1,0,0,1,0,0
1003,LANaPDB_fragments_31372,LANAPDB,CC=C(C)C(=O)O,1.0,100.052429496,1,1,1.0372,37.3,1,2.682,5,2,0,0.7142857142857143,0.2857142857142857,0.0,0.4,0.0,7,0,0,0,0,0,0,0,0
1004,LANaPDB_fragments_31373,LANAPDB,CC=C(CO)C(=O)O,1.0,116.047344116,2,2,0.0096,57.53,2,3.021,5,3,0,0.625,0.375,0.0,0.4,0.0,8,0,0,0,0,0,0,0,0
1005,LANaPDB_fragments_31393,LANAPDB,Cc1ccc(C(C)C)cc1O,1.0,150.104465068,1,1,2.8240200000000013,20.23,1,1.768,10,1,0,0.9090909090909092,0.0909090909090909,0.0,0.4,0.0,11,1,0,1,0,0,1,0,0
1006,LANaPDB_fragments_31396,LANAPDB,COCc1ccc(C)c2c1C(=O)CC(C(C)(C)O)C2,1.0,262.156894564,3,1,2.657420000000001,46.53,3,3.212,16,3,0,0.8421052631578947,0.1578947368421052,0.0,0.5625,0.0625,19,2,1,1,0,0,1,0,0
1007,LANaPDB_fragments_31397,LANAPDB,Cc1ccc2c3c1C=C(C(C)(C)O)CC3OC2=O,1.0,244.109944372,3,1,2.764520000000001,46.53,1,3.728,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.4,0.0666666666666666,18,3,2,1,1,1,1,0,0
1008,LANaPDB_fragments_31417,LANAPDB,C=CO,1.0,44.026214748,1,1,0.6879,20.23,0,3.675,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0
1009,LANaPDB_fragments_31649,LANAPDB,C=CC[C@]12C=CCC(=O)[C@@]1(O)OC[C@H]2C,1.0,208.109944372,3,1,1.4328,46.53,2,5.006,12,3,0,0.8,0.2,0.0,0.5833333333333334,0.25,15,2,2,0,1,1,0,0,0
1010,LANaPDB_fragments_31676,LANAPDB,O=Cc1c(O)cccc1O,1.0,138.031694052,3,2,0.9102999999999996,57.53,1,2.346,7,3,0,0.7,0.3,0.0,0.0,0.0,10,1,0,1,0,0,1,0,0
1011,LANaPDB_fragments_31706,LANAPDB,CCOc1ccc(C(C)=O)c(O)c1,1.0,180.078644244,3,1,1.9935000000000005,46.53,3,1.758,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.3,0.0,13,1,0,1,0,0,1,0,0
1012,LANaPDB_fragments_31707,LANAPDB,CC(=O)c1ccc(O)c(CC=C(C)C)c1O,1.0,220.109944372,3,2,2.8091000000000013,57.53,3,2.391,13,3,0,0.8125,0.1875,0.0,0.3076923076923077,0.0,16,1,0,1,0,0,1,0,0
1013,LANaPDB_fragments_31736,LANAPDB,COC(=O)C(C)C,1.0,102.06807956,2,0,0.8153999999999999,26.3,1,2.019,5,2,0,0.7142857142857143,0.2857142857142857,0.0,0.8,0.0,7,0,0,0,0,0,0,0,0
1014,LANaPDB_fragments_31892,LANAPDB,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3[C@H](O)CC[C@@]3(C)C[C@H]12,1.0,250.156894564,3,1,2.291300000000001,46.53,0,4.594,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4,18,3,3,0,1,1,0,0,0
1015,LANaPDB_fragments_32293,LANAPDB,C[C@@H]1C[C@H](O)[C@]2(C=O)[C@H](CC[C@@H]3O[C@@]32C)C1(C)C,1.0,252.172544628,3,1,2.1661,49.83,1,4.976,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.9333333333333332,0.4,18,3,3,0,1,1,0,0,0
1016,LANaPDB_fragments_32314,LANAPDB,CCC(C)CC,1.0,86.109550448,0,0,2.442500000000001,0.0,2,2.144,6,0,0,1.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,0
1017,LANaPDB_fragments_32315,LANAPDB,CCC(CC)CO,1.0,102.104465068,1,1,1.4149,20.23,3,2.402,6,1,0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,7,0,0,0,0,0,0,0,0
1018,LANaPDB_fragments_32317,LANAPDB,O=Cc1ccc2c(c1)OCO2,1.0,150.031694052,3,0,1.2278,35.53,1,1.984,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.125,0.0,11,2,1,1,1,1,1,0,0
1019,LANaPDB_fragments_32325,LANAPDB,C=C1CCC2C(C)C(=O)OC2C2(C)C(O)CCC12,1.0,250.156894564,3,1,2.291300000000001,46.53,0,4.541,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4,18,3,3,0,1,1,0,0,0
1020,LANaPDB_fragments_32326,LANAPDB,C=C1C(=O)O[C@@H]2[C@H]1CCC(=C)[C@@H]1CC[C@@H](O)[C@@]21C,1.0,248.1412445,3,1,2.2114000000000003,46.53,0,4.578,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.6666666666666666,0.3333333333333333,18,3,3,0,1,1,0,0,0
1021,LANaPDB_fragments_32343,LANAPDB,C=C1C(=O)OC2C1CCC(C=O)C1CCCC12C,1.0,248.1412445,3,0,2.4995000000000003,43.370000000000005,1,4.509,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.7333333333333333,0.3333333333333333,18,3,3,0,1,1,0,0,0
1022,LANaPDB_fragments_32345,LANAPDB,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CC[C@H](O)[C@@]21C,1.0,250.156894564,3,1,2.291300000000001,46.53,0,4.443,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4,18,3,3,0,1,1,0,0,0
1023,LANaPDB_fragments_32348,LANAPDB,CC1C(=O)O[C@@H]2C[C@H](C)[C@@H]3CCC(=O)[C@@]3(C)C[C@H]12,1.0,250.156894564,3,0,2.5794000000000006,43.370000000000005,0,4.254,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8666666666666667,0.4,18,3,3,0,1,1,0,0,0
1024,LANaPDB_fragments_32350,LANAPDB,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3CCC(=O)[C@@]3(C)C[C@H]12,1.0,248.1412445,3,0,2.4995000000000003,43.370000000000005,0,4.315,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.7333333333333333,0.3333333333333333,18,3,3,0,1,1,0,0,0
1025,LANaPDB_fragments_32357,LANAPDB,CC1C(=O)O[C@@H]2C[C@H](C)[C@@H]3C[C@H](O)C[C@@]3(C)C[C@H]12,1.0,252.172544628,3,1,2.3712,46.53,0,4.533,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.9333333333333332,0.4666666666666667,18,3,3,0,1,1,0,0,0
1026,LANaPDB_fragments_32367,LANAPDB,C/C1=C\[C@H]2OC(=O)[C@H](C)[C@@H]2[C@H](O)C/C(C)=C/CC1,1.0,250.156894564,3,1,2.6015000000000006,46.53,0,4.68,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.6666666666666666,0.2666666666666666,18,2,2,0,1,1,0,0,0
1027,LANaPDB_fragments_32369,LANAPDB,C/C1=C\C[C@@H](O)/C(C)=C/[C@H]2OC(=O)[C@H](C)[C@@H]2CC1,1.0,250.156894564,3,1,2.6015000000000006,46.53,0,4.597,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.6666666666666666,0.2666666666666666,18,2,2,0,1,1,0,0,0
1028,LANaPDB_fragments_32393,LANAPDB,C=C1C(=O)OC2C1C(O)CC1(C)CCCC(=C)C21,1.0,248.1412445,3,1,2.2114000000000003,46.53,0,4.609,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.6666666666666666,0.3333333333333333,18,3,3,0,1,1,0,0,0
1029,LANaPDB_fragments_32401,LANAPDB,C=C1C(=O)O[C@@H]2/C=C(/C)[C@H](O)C/C=C(\C)CC[C@@H]12,1.0,248.1412445,3,1,2.5216000000000003,46.53,0,4.546,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.5333333333333333,0.2,18,2,2,0,1,1,0,0,0
1030,LANaPDB_fragments_32407,LANAPDB,C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(\C)C[C@H](O)[C@@H]12,1.0,248.1412445,3,1,2.5216000000000003,46.53,0,4.539,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.5333333333333333,0.2,18,2,2,0,1,1,0,0,0
1031,LANaPDB_fragments_32444,LANAPDB,CC1CCC2C1C1OC(=O)C(C)C1CCC21CO1,1.0,250.156894564,3,0,2.3892000000000007,38.83,0,4.994,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.9333333333333332,0.4666666666666667,18,4,4,0,2,2,0,1,0
1032,LANaPDB_fragments_32477,LANAPDB,O=CCc1ccsc1,1.0,126.013935812,2,0,1.4895,17.07,2,2.722,6,1,0,0.75,0.125,0.0,0.1666666666666666,0.0,8,1,0,1,1,0,1,0,0
1033,LANaPDB_fragments_32527,LANAPDB,COC(=O)[C@@H]1CO[C@H](C)C1,1.0,144.078644244,3,0,0.5843999999999997,35.53,1,3.359,7,3,0,0.7,0.3,0.0,0.8571428571428571,0.2857142857142857,10,1,1,0,1,1,0,0,0
1034,LANaPDB_fragments_32543,LANAPDB,CC1=CC[C@@H]2[C@H]1[C@H]1OC(=O)C(C)[C@@H]1CC[C@@]2(C)O,1.0,250.156894564,3,1,2.291300000000001,46.53,0,4.47,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4,18,3,3,0,1,1,0,0,0
1035,LANaPDB_fragments_32544,LANAPDB,CC1C(=O)OC23C(=O)C1C1CC1(C)C2CCC3C,1.0,248.1412445,3,0,2.1893,43.370000000000005,0,6.083,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8666666666666667,0.4666666666666667,18,4,4,0,1,1,0,1,2
1036,LANaPDB_fragments_32561,LANAPDB,C=C1C(=O)O[C@]23C[C@H]1[C@H]1C[C@@]1(C)[C@@H]2C[C@H](O)[C@@H]3C,1.0,248.1412445,3,1,1.9012,46.53,0,6.229,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4666666666666667,18,4,4,0,1,1,0,1,2
1037,LANaPDB_fragments_32564,LANAPDB,C=C1C(=O)O[C@@]23[C@@H](C)CC[C@H]2[C@]2(C)C[C@@H]2[C@@H]1[C@@H]3O,1.0,248.1412445,3,1,1.9012,46.53,0,6.182,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4666666666666667,18,4,4,0,1,1,0,1,2
1038,LANaPDB_fragments_32566,LANAPDB,C=C1C(=O)O[C@]23C[C@H]1[C@H]1C[C@@]1(C)[C@@H]2CC[C@@H]3C,1.0,232.14632988,2,0,2.930400000000001,26.3,0,5.97,15,2,0,0.8823529411764706,0.1176470588235294,0.0,0.8,0.4,17,4,4,0,1,1,0,1,2
1039,LANaPDB_fragments_32572,LANAPDB,C[C@@H]1C[C@H](C=O)CO1,1.0,114.06807956,2,0,0.6103,26.3,1,4.07,6,2,0,0.75,0.25,0.0,0.8333333333333334,0.3333333333333333,8,1,1,0,1,1,0,0,0
1040,LANaPDB_fragments_32621,LANAPDB,CC1C(=O)OC2C1CCC(CO)C1CCCC12C,1.0,252.172544628,3,1,2.3728000000000007,46.53,1,4.266,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.9333333333333332,0.4,18,3,3,0,1,1,0,0,0
1041,LANaPDB_fragments_32646,LANAPDB,CC1C(=O)OC23CC1C1CC1(C)C2CCC3(C)O,1.0,250.156894564,3,1,2.125200000000001,46.53,0,6.068,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.9333333333333332,0.4666666666666667,18,4,4,0,1,1,0,1,2
1042,LANaPDB_fragments_32665,LANAPDB,C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\C)[C@@H](O)C[C@@H]12,1.0,248.1412445,3,1,2.5216000000000003,46.53,0,4.629,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.5333333333333333,0.2,18,2,2,0,1,1,0,0,0
1043,LANaPDB_fragments_32669,LANAPDB,CC(C)=c1cc(O)c2c(c1O)C=Cc1c(C)cccc1C=2,1.0,278.130679816,2,2,2.909320000000001,40.46,0,3.547,19,2,0,0.9047619047619048,0.0952380952380952,0.0,0.1578947368421052,0.0,21,3,1,2,0,0,2,0,0
1044,LANaPDB_fragments_32671,LANAPDB,C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\CO)CC[C@@H]12,1.0,248.1412445,3,1,2.523200000000001,46.53,1,4.345,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.5333333333333333,0.1333333333333333,18,2,2,0,1,1,0,0,0
1045,LANaPDB_fragments_32704,LANAPDB,C=C(C)C1C(=C)CC=CC1OC(C)=O,1.0,192.115029752,2,0,2.626500000000001,26.3,2,4.138,12,2,0,0.8571428571428571,0.1428571428571428,0.0,0.4166666666666667,0.1666666666666666,14,1,1,0,0,0,0,0,0
1046,LANaPDB_fragments_32705,LANAPDB,C=C(C)C1C(=C)CC=CC1O,1.0,150.104465068,1,1,2.0557000000000003,20.23,1,4.325,10,1,0,0.9090909090909092,0.0909090909090909,0.0,0.4,0.2,11,1,1,0,0,0,0,0,0
1047,LANaPDB_fragments_32706,LANAPDB,C=C(C)C1CC=CC(O)C1=C,1.0,150.104465068,1,1,2.0557,20.23,1,4.439,10,1,0,0.9090909090909092,0.0909090909090909,0.0,0.4,0.2,11,1,1,0,0,0,0,0,0
1048,LANaPDB_fragments_32707,LANAPDB,C=C(C)C1C(=C)C(O)C=CC1O,1.0,166.099379688,2,2,1.0264999999999995,40.46,1,4.665,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.4,0.3,12,1,1,0,0,0,0,0,0
1049,LANaPDB_fragments_32708,LANAPDB,C=C(C)C1C(=C)C(OC(C)=O)C=CC1O,1.0,208.109944372,3,1,1.5972999999999995,46.53,2,4.397,12,3,0,0.8,0.2,0.0,0.4166666666666667,0.25,15,1,1,0,0,0,0,0,0
1050,LANaPDB_fragments_32709,LANAPDB,C=C(C)C1C(=C)C(O)C=CC1OC(C)=O,1.0,208.109944372,3,1,1.5973,46.53,2,4.429,12,3,0,0.8,0.2,0.0,0.4166666666666667,0.25,15,1,1,0,0,0,0,0,0
1051,LANaPDB_fragments_32731,LANAPDB,C=C(C)C1CC=CC(OC(C)=O)C1=C,1.0,192.115029752,2,0,2.626500000000001,26.3,2,4.186,12,2,0,0.8571428571428571,0.1428571428571428,0.0,0.4166666666666667,0.1666666666666666,14,1,1,0,0,0,0,0,0
1052,LANaPDB_fragments_32750,LANAPDB,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@@H](O)/C=C(\C)CC[C@@H]12,1.0,248.1412445,3,1,2.5216000000000003,46.53,0,4.561,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.5333333333333333,0.2,18,2,2,0,1,1,0,0,0
1053,LANaPDB_fragments_32836,LANAPDB,Cc1c(O)cc(O)c(C=O)c1C,1.0,166.06299418,3,2,1.52714,57.53,1,2.673,9,3,0,0.75,0.25,0.0,0.2222222222222222,0.0,12,1,0,1,0,0,1,0,0
1054,LANaPDB_fragments_32837,LANAPDB,O=CCc1ccccc1O,1.0,136.052429496,2,1,1.1335999999999995,37.3,2,2.067,8,2,0,0.8,0.2,0.0,0.125,0.0,10,1,0,1,0,0,1,0,0
1055,LANaPDB_fragments_32867,LANAPDB,O[C@@H]1CCC[C@@H]1O,1.0,102.06807956,2,2,-0.1079,40.46,0,3.009,5,2,0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.4,7,1,1,0,0,0,0,0,0
1056,LANaPDB_fragments_32893,LANAPDB,CC[C@]1(C)[C@H](C)C[C@@H](O)[C@@]23COCC2=C[C@H](OC)C[C@@H]13,1.0,280.203844756,3,1,2.7813000000000008,38.69,2,5.503,17,3,0,0.85,0.15,0.0,0.8823529411764706,0.3529411764705882,20,3,3,0,1,1,0,1,0
1057,LANaPDB_fragments_33017,LANAPDB,O=C/C=C/C=Cc1ccc2c(c1)OCO2,1.0,202.06299418,3,0,2.1836,35.53,3,2.55,12,3,0,0.8,0.2,0.0,0.0833333333333333,0.0,15,2,1,1,1,1,1,0,0
1058,LANaPDB_fragments_33020,LANAPDB,CCCCC(C)=O,1.0,100.088815004,1,0,1.7656,17.07,3,1.74,6,1,0,0.8571428571428571,0.1428571428571428,0.0,0.8333333333333334,0.0,7,0,0,0,0,0,0,0,0
1059,LANaPDB_fragments_33048,LANAPDB,C[C@]1(O)C=C[C@@H]2C(C=O)=COC[C@@H]21,1.0,180.078644244,3,1,0.6525999999999998,46.53,1,5.031,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.5,0.3,13,2,2,0,1,1,0,0,0
1060,LANaPDB_fragments_33061,LANAPDB,COc1ccc(C(C)=O)cc1C=O,1.0,178.06299418,3,0,1.7103,43.370000000000005,3,1.838,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.2,0.0,13,1,0,1,0,0,1,0,0
1061,LANaPDB_fragments_33072,LANAPDB,CC(C)=CCc1cc(C=O)ccc1O,1.0,190.099379688,2,1,2.7134000000000014,37.3,3,2.399,12,2,0,0.8571428571428571,0.1428571428571428,0.0,0.25,0.0,14,1,0,1,0,0,1,0,0
1062,LANaPDB_fragments_33073,LANAPDB,CCc1cc(C(=O)OC)ccc1O,1.0,180.078644244,3,1,1.7411999999999996,46.53,2,1.728,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.3,0.0,13,1,0,1,0,0,1,0,0
1063,LANaPDB_fragments_33157,LANAPDB,C/C=C/S(C)(=O)=O,1.0,120.024500496,2,0,0.5646000000000001,34.14,1,3.293,4,2,0,0.5714285714285714,0.2857142857142857,0.0,0.5,0.0,7,0,0,0,0,0,0,0,0
1064,LANaPDB_fragments_33159,LANAPDB,CCOC(=O)/C=C/c1ccccc1,1.0,176.083729624,2,0,2.2629,26.3,3,1.585,11,2,0,0.8461538461538461,0.1538461538461538,0.0,0.1818181818181818,0.0,13,1,0,1,0,0,1,0,0
1065,LANaPDB_fragments_33160,LANAPDB,CS(C)(=O)=O,1.0,94.008850432,2,0,-0.3391999999999999,34.14,0,2.076,2,2,0,0.4,0.4,0.0,1.0,0.0,5,0,0,0,0,0,0,0,0
1066,LANaPDB_fragments_33161,LANAPDB,CS(=O)(=O)/C=C/CO,1.0,136.019415116,3,1,-0.4629999999999998,54.370000000000005,2,3.212,4,3,0,0.5,0.375,0.0,0.5,0.0,8,0,0,0,0,0,0,0,0
1067,LANaPDB_fragments_33174,LANAPDB,CCCC(=O)c1cc(O)ccc1O,1.0,180.078644244,3,2,2.080600000000001,57.53,3,2.013,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.3,0.0,13,1,0,1,0,0,1,0,0
1068,LANaPDB_fragments_33201,LANAPDB,C[C@]1(O)CC[C@@H]2C(C=O)=COC[C@@H]21,1.0,182.094294308,3,1,0.8766,46.53,1,4.629,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.7,0.3,13,2,2,0,1,1,0,0,0
1069,LANaPDB_fragments_33312,LANAPDB,C[C@@]1(O)COC[C@@H]1O,1.0,118.06299418,3,2,-0.8715000000000002,49.69,0,4.212,5,3,0,0.625,0.375,0.0,1.0,0.4,8,1,1,0,1,1,0,0,0
1070,LANaPDB_fragments_33346,LANAPDB,CC[C@]1(C)[C@H](C)[C@@H](O)[C@H](O)[C@@]23COCC2=CCC[C@@H]13,1.0,266.188194692,3,2,2.1272,49.69,1,5.447,16,3,0,0.8421052631578947,0.1578947368421052,0.0,0.875,0.375,19,3,3,0,1,1,0,1,0
1071,LANaPDB_fragments_33412,LANAPDB,CC1(C)CCc2cc(C=O)cc(O)c2O1,1.0,206.094294308,3,1,2.3083000000000005,46.53,1,2.78,12,3,0,0.8,0.2,0.0,0.4166666666666667,0.0,15,2,1,1,1,1,1,0,0
1072,LANaPDB_fragments_33419,LANAPDB,COC(=O)c1ccc2c(c1)C=CC(C)(C)O2,1.0,218.094294308,3,0,2.657400000000001,35.53,1,2.376,13,3,0,0.8125,0.1875,0.0,0.3076923076923077,0.0,16,2,1,1,1,1,1,0,0
1073,LANaPDB_fragments_33438,LANAPDB,C=C[C@@H]1COC=C2C(=O)OCC[C@@H]21,1.0,180.078644244,3,0,1.2658,35.53,1,4.437,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.5,0.2,13,2,2,0,2,2,0,0,0
1074,LANaPDB_fragments_33454,LANAPDB,CC[C@]1(C)[C@H](C)[C@H](O)C[C@@]23COCC2=C[C@H](OC)C[C@H]31,1.0,280.203844756,3,1,2.7813000000000008,38.69,2,5.521,17,3,0,0.85,0.15,0.0,0.8823529411764706,0.3529411764705882,20,3,3,0,1,1,0,1,0
1075,LANaPDB_fragments_33487,LANAPDB,C[SH](=O)=O,1.0,79.993200368,2,1,-0.7724,34.14,0,5.055,1,2,0,0.25,0.5,0.0,1.0,0.0,4,0,0,0,0,0,0,0,0
1076,LANaPDB_fragments_33495,LANAPDB,CCC=Cc1cc(O)cc(C)c1O,1.0,178.099379688,2,2,2.829420000000002,40.46,2,2.603,11,2,0,0.8461538461538461,0.1538461538461538,0.0,0.2727272727272727,0.0,13,1,0,1,0,0,1,0,0
1077,LANaPDB_fragments_33500,LANAPDB,Cc1cc(O)cc(C)c1O,1.0,138.06807956,2,2,1.7146399999999995,40.46,0,2.011,8,2,0,0.8,0.2,0.0,0.25,0.0,10,1,0,1,0,0,1,0,0
1078,LANaPDB_fragments_33576,LANAPDB,CC[C@]1(C)[C@H](C)C[C@H](O)[C@@]23COCC2=CC(=O)C[C@@H]13,1.0,264.172544628,3,1,2.3354,46.53,1,5.281,16,3,0,0.8421052631578947,0.1578947368421052,0.0,0.8125,0.3125,19,3,3,0,1,1,0,1,0
1079,LANaPDB_fragments_33940,LANAPDB,CCN(C)C(=N)N(C)CC,1.0,143.142247544,1,1,0.82457,30.330000000000005,2,3.057,7,0,3,0.7,0.0,0.3,0.8571428571428571,0.0,10,0,0,0,0,0,0,0,0
1080,LANaPDB_fragments_34072,LANAPDB,C[C@H]1C=C[C@@H]2C(C=O)[C@@H](O)OC[C@@H]21,1.0,182.094294308,3,1,0.5884,46.53,1,4.834,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.7,0.5,13,2,2,0,1,1,0,0,0
1081,LANaPDB_fragments_34208,LANAPDB,C[C@H]1C=C[C@@H]2C(C=O)COC[C@@H]21,1.0,166.099379688,2,0,1.27,26.3,1,4.639,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.7,0.4,12,2,2,0,1,1,0,0,0
1082,LANaPDB_fragments_34352,LANAPDB,CCO[C@@H]1O[C@H](C)CC[C@H]1O,1.0,160.109944372,3,1,0.9087999999999998,38.69,2,3.646,8,3,0,0.7272727272727273,0.2727272727272727,0.0,1.0,0.375,11,1,1,0,1,1,0,0,0
1083,LANaPDB_fragments_34583,LANAPDB,CC1CC=CC(=O)O1,1.0,112.052429496,2,0,0.8779999999999999,26.3,0,3.356,6,2,0,0.75,0.25,0.0,0.5,0.1666666666666666,8,1,1,0,1,1,0,0,0
1084,LANaPDB_fragments_34585,LANAPDB,COc1cc2c(cc1C)OCO2,1.0,166.06299418,3,0,1.7323199999999996,27.69,1,1.88,9,3,0,0.75,0.25,0.0,0.3333333333333333,0.0,12,2,1,1,1,1,1,0,0
1085,LANaPDB_fragments_35814,LANAPDB,CC[C@]1(C)[C@H](C)C[C@H](O)[C@@]2(C=O)C(C=O)=CCC[C@@H]12,1.0,264.172544628,3,1,2.524000000000001,54.37,3,4.952,16,3,0,0.8421052631578947,0.1578947368421052,0.0,0.75,0.3125,19,2,2,0,0,0,0,0,0
1086,LANaPDB_fragments_35884,LANAPDB,C/C=C/C(=O)N1CCCCC1,1.0,153.1153641,1,0,1.5750000000000002,20.31,1,2.096,9,1,1,0.8181818181818182,0.0909090909090909,0.0909090909090909,0.6666666666666666,0.0,11,1,1,0,1,1,0,0,0
1087,LANaPDB_fragments_35885,LANAPDB,O=C1CCCCN1,1.0,99.068413908,1,1,0.2865,29.1,0,2.235,5,1,1,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.8,0.0,7,1,1,0,1,1,0,0,0
1088,LANaPDB_fragments_35886,LANAPDB,C/C=C/C(=O)O,1.0,86.036779432,1,1,0.6471,37.3,1,2.663,4,2,0,0.6666666666666666,0.3333333333333333,0.0,0.25,0.0,6,0,0,0,0,0,0,0,0
1089,LANaPDB_fragments_35927,LANAPDB,CCOc1ccc(C=O)cc1O,1.0,166.06299418,3,1,1.6034,46.53,3,1.945,9,3,0,0.75,0.25,0.0,0.2222222222222222,0.0,12,1,0,1,0,0,1,0,0
